model,comparator,seed,dataset,subjects,balanced_accuracy_difference
cardinal_mix,tcformer,7,physionet_mi,54,0.01676334602059239
cardinal_mix,tcformer,7,EQUAL_DATASET_OVERALL,132,-0.014817999633217028
cardinal_mix,tcformer,17,local_exp4,8,-0.12291666666666666
cardinal_mix,tcformer,17,bnci2014_001,9,-0.011574074074074063
cardinal_mix,tcformer,17,bnci2014_004,9,-0.014583333333333344
cardinal_mix,tcformer,17,cho2017,52,-0.024391025641025646
cardinal_mix,tcformer,17,physionet_mi,54,-0.0030539609343957228
cardinal_mix,tcformer,17,EQUAL_DATASET_OVERALL,132,-0.03530381212989909
cardinal_mix,tcformer,27,local_exp4,8,-0.1
cardinal_mix,tcformer,27,bnci2014_001,9,-0.010802469135802469
cardinal_mix,tcformer,27,bnci2014_004,9,0.002876984126984123
cardinal_mix,tcformer,27,cho2017,52,-0.024823717948717954
cardinal_mix,tcformer,27,physionet_mi,54,0.003356764679228446
cardinal_mix,tcformer,27,EQUAL_DATASET_OVERALL,132,-0.025878487655661576
cardinal_mix,tcformer,37,local_exp4,8,-0.07291666666666669
cardinal_mix,tcformer,37,bnci2014_001,9,-0.010030864197530897
cardinal_mix,tcformer,37,bnci2014_004,9,0.004166666666666664
cardinal_mix,tcformer,37,cho2017,52,-0.02342948717948717
cardinal_mix,tcformer,37,physionet_mi,54,0.008724886895176745
cardinal_mix,tcformer,37,EQUAL_DATASET_OVERALL,132,-0.01869709289636827
cardinal_mix,tcformer,47,local_exp4,8,-0.06458333333333333
cardinal_mix,tcformer,47,bnci2014_001,9,-0.01427469135802469
cardinal_mix,tcformer,47,bnci2014_004,9,-0.0043154761904762124
cardinal_mix,tcformer,47,cho2017,52,-0.02190705128205128
cardinal_mix,tcformer,47,physionet_mi,54,0.03672878718168574
cardinal_mix,tcformer,47,EQUAL_DATASET_OVERALL,132,-0.013670352996439955
cardinal_mix_drop,tcformer,7,local_exp4,8,-0.11458333333333331
cardinal_mix_drop,tcformer,7,bnci2014_001,9,0.03973765432098767
cardinal_mix_drop,tcformer,7,bnci2014_004,9,-0.0029761904761904656
cardinal_mix_drop,tcformer,7,cho2017,52,-0.0097275641025641
cardinal_mix_drop,tcformer,7,physionet_mi,54,0.024321022509428292
cardinal_mix_drop,tcformer,7,EQUAL_DATASET_OVERALL,132,-0.012645682216334386
cardinal_mix_drop,tcformer,17,local_exp4,8,-0.11458333333333333
cardinal_mix_drop,tcformer,17,bnci2014_001,9,-0.0154320987654321
cardinal_mix_drop,tcformer,17,bnci2014_004,9,-0.02222222222222223
cardinal_mix_drop,tcformer,17,cho2017,52,-0.01201923076923078
cardinal_mix_drop,tcformer,17,physionet_mi,54,0.009176042690535442
cardinal_mix_drop,tcformer,17,EQUAL_DATASET_OVERALL,132,-0.0310161684799366
cardinal_mix_drop,tcformer,27,local_exp4,8,-0.1
cardinal_mix_drop,tcformer,27,bnci2014_001,9,-0.012345679012345697
cardinal_mix_drop,tcformer,27,bnci2014_004,9,-0.007738095238095242
cardinal_mix_drop,tcformer,27,cho2017,52,-0.016410256410256403
cardinal_mix_drop,tcformer,27,physionet_mi,54,0.004855316449519358
cardinal_mix_drop,tcformer,27,EQUAL_DATASET_OVERALL,132,-0.026327742842235595
cardinal_mix_drop,tcformer,37,local_exp4,8,-0.014583333333333351
cardinal_mix_drop,tcformer,37,bnci2014_001,9,-0.013888888888888883
cardinal_mix_drop,tcformer,37,bnci2014_004,9,-0.0023809523809523846
cardinal_mix_drop,tcformer,37,cho2017,52,-0.01969551282051283
cardinal_mix_drop,tcformer,37,physionet_mi,54,0.01047809879331618
cardinal_mix_drop,tcformer,37,EQUAL_DATASET_OVERALL,132,-0.008014117726074254
cardinal_mix_drop,tcformer,47,local_exp4,8,-0.05833333333333328
cardinal_mix_drop,tcformer,47,bnci2014_001,9,-0.012731481481481479
cardinal_mix_drop,tcformer,47,bnci2014_004,9,0.02028769841269839
cardinal_mix_drop,tcformer,47,cho2017,52,-0.010673076923076917
cardinal_mix_drop,tcformer,47,physionet_mi,54,0.02502444214400736
cardinal_mix_drop,tcformer,47,EQUAL_DATASET_OVERALL,132,-0.007285150236237187
ctnet,tcformer,7,local_exp4,8,-0.07083333333333336
ctnet,tcformer,7,bnci2014_001,9,-0.023533950617283902
ctnet,tcformer,7,bnci2014_004,9,0.02118055555555556
ctnet,tcformer,7,cho2017,52,-0.045657051282051296
ctnet,tcformer,7,physionet_mi,54,-0.02013492412043136
ctnet,tcformer,7,EQUAL_DATASET_OVERALL,132,-0.02779574075950887
ctnet,tcformer,17,local_exp4,8,-0.07916666666666666
ctnet,tcformer,17,bnci2014_001,9,-0.09143518518518523
ctnet,tcformer,17,bnci2014_004,9,-0.019841269841269864
ctnet,tcformer,17,cho2017,52,-0.04889423076923078
ctnet,tcformer,17,physionet_mi,54,-0.03794849809342563
ctnet,tcformer,17,EQUAL_DATASET_OVERALL,132,-0.055457170111155626
ctnet,tcformer,27,local_exp4,8,-0.020833333333333356
ctnet,tcformer,27,bnci2014_001,9,-0.06905864197530866
ctnet,tcformer,27,bnci2014_004,9,0.0076884920634920605
ctnet,tcformer,27,cho2017,52,-0.04014423076923076
ctnet,tcformer,27,physionet_mi,54,-0.03873077740831363
ctnet,tcformer,27,EQUAL_DATASET_OVERALL,132,-0.032215698284538866
ctnet,tcformer,37,local_exp4,8,-0.0062500000000000056
ctnet,tcformer,37,bnci2014_001,9,-0.05401234567901233
ctnet,tcformer,37,bnci2014_004,9,0.011061507936507928
ctnet,tcformer,37,cho2017,52,-0.03855769230769231
ctnet,tcformer,37,physionet_mi,54,-0.020459076618496903
ctnet,tcformer,37,EQUAL_DATASET_OVERALL,132,-0.021643521333738723
ctnet,tcformer,47,local_exp4,8,-0.037499999999999964
ctnet,tcformer,47,bnci2014_001,9,-0.08101851851851853
ctnet,tcformer,47,bnci2014_004,9,0.012549603174603179
ctnet,tcformer,47,cho2017,52,-0.044711538461538455
ctnet,tcformer,47,physionet_mi,54,-0.012371602498414094
ctnet,tcformer,47,EQUAL_DATASET_OVERALL,132,-0.03261041126077357
ctnet_compact,tcformer,7,local_exp4,8,-0.10208333333333336
ctnet_compact,tcformer,7,bnci2014_001,9,-0.11072530864197529
ctnet_compact,tcformer,7,bnci2014_004,9,0.009424603174603204
ctnet_compact,tcformer,7,cho2017,52,-0.06943910256410256
ctnet_compact,tcformer,7,physionet_mi,54,0.00137154847299774
ctnet_compact,tcformer,7,EQUAL_DATASET_OVERALL,132,-0.05429031857836205
ctnet_compact,tcformer,17,local_exp4,8,-0.15416666666666667
ctnet_compact,tcformer,17,bnci2014_001,9,-0.15354938271604934
ctnet_compact,tcformer,17,bnci2014_004,9,-0.02395833333333336
ctnet_compact,tcformer,17,cho2017,52,-0.0891826923076923
ctnet_compact,tcformer,17,physionet_mi,54,-0.04676139413458254
ctnet_compact,tcformer,17,EQUAL_DATASET_OVERALL,132,-0.09352369383166484
ctnet_compact,tcformer,27,local_exp4,8,-0.09583333333333335
ctnet_compact,tcformer,27,bnci2014_001,9,-0.15817901234567902
ctnet_compact,tcformer,27,bnci2014_004,9,0.007738095238095229
ctnet_compact,tcformer,27,cho2017,52,-0.07312499999999998
ctnet_compact,tcformer,27,physionet_mi,54,-0.046618923883416645
ctnet_compact,tcformer,27,EQUAL_DATASET_OVERALL,132,-0.07320363486486675
ctnet_compact,tcformer,37,local_exp4,8,-0.029166666666666674
ctnet_compact,tcformer,37,bnci2014_001,9,-0.12152777777777778
ctnet_compact,tcformer,37,bnci2014_004,9,-0.016418650793650822
ctnet_compact,tcformer,37,cho2017,52,-0.0769871794871795
ctnet_compact,tcformer,37,physionet_mi,54,-0.024347599528758947
ctnet_compact,tcformer,37,EQUAL_DATASET_OVERALL,132,-0.05368957485080674
ctnet_compact,tcformer,47,local_exp4,8,-0.03333333333333331
ctnet_compact,tcformer,47,bnci2014_001,9,-0.14043209876543208
ctnet_compact,tcformer,47,bnci2014_004,9,0.011904761904761894
ctnet_compact,tcformer,47,cho2017,52,-0.07858974358974358
ctnet_compact,tcformer,47,physionet_mi,54,-0.035772668019044836
ctnet_compact,tcformer,47,EQUAL_DATASET_OVERALL,132,-0.055244616360558385
eegsym,tcformer,7,local_exp4,8,-0.22916666666666669
eegsym,tcformer,7,bnci2014_001,9,-0.35763888888888895
eegsym,tcformer,7,bnci2014_004,9,-0.07638888888888888
eegsym,tcformer,7,cho2017,52,-0.1621794871794872
eegsym,tcformer,7,physionet_mi,54,-0.044085175425755144
eegsym,tcformer,7,EQUAL_DATASET_OVERALL,132,-0.17389182140993736
eegsym,tcformer,17,local_exp4,8,-0.3145833333333333
eegsym,tcformer,17,bnci2014_001,9,-0.31828703703703703
eegsym,tcformer,17,bnci2014_004,9,-0.24384920634920634
eegsym,tcformer,17,cho2017,52,-0.1623717948717949
eegsym,tcformer,17,physionet_mi,54,-0.07861634809098578
eegsym,tcformer,17,EQUAL_DATASET_OVERALL,132,-0.2235415439364715
eegsym,tcformer,27,local_exp4,8,-0.32500000000000007
eegsym,tcformer,27,bnci2014_001,9,-0.33371913580246915
eegsym,tcformer,27,bnci2014_004,9,-0.16185515873015874
eegsym,tcformer,27,cho2017,52,-0.15253205128205127
eegsym,tcformer,27,physionet_mi,54,-0.060386473429951695
eegsym,tcformer,27,EQUAL_DATASET_OVERALL,132,-0.20669856384892618
eegsym,tcformer,37,local_exp4,8,-0.28125
eegsym,tcformer,37,bnci2014_001,9,-0.36033950617283955
eegsym,tcformer,37,bnci2014_004,9,-0.16001984126984128
eegsym,tcformer,37,cho2017,52,-0.170625
eegsym,tcformer,37,physionet_mi,54,-0.04903329359851099
eegsym,tcformer,37,EQUAL_DATASET_OVERALL,132,-0.20425352820823836
eegsym,tcformer,47,local_exp4,8,-0.2791666666666667
eegsym,tcformer,47,bnci2014_001,9,-0.3333333333333333
eegsym,tcformer,47,bnci2014_004,9,-0.10456349206349207
eegsym,tcformer,47,cho2017,52,-0.14557692307692308
eegsym,tcformer,47,physionet_mi,54,-0.03397196603718343
eegsym,tcformer,47,EQUAL_DATASET_OVERALL,132,-0.17932247623551972
eegsym_wide,tcformer,7,local_exp4,8,-0.00416666666666668
eegsym_wide,tcformer,7,bnci2014_001,9,-0.19174382716049385
eegsym_wide,tcformer,7,bnci2014_004,9,0.012797619047619065
eegsym_wide,tcformer,7,cho2017,52,-0.08724358974358976
eegsym_wide,tcformer,7,physionet_mi,54,-0.024719024266125718
eegsym_wide,tcformer,7,EQUAL_DATASET_OVERALL,132,-0.05901509775785139
eegsym_wide,tcformer,17,local_exp4,8,-0.14166666666666666
eegsym_wide,tcformer,17,bnci2014_001,9,-0.21180555555555552
eegsym_wide,tcformer,17,bnci2014_004,9,-0.013144841269841272
eegsym_wide,tcformer,17,cho2017,52,-0.08762820512820513
eegsym_wide,tcformer,17,physionet_mi,54,-0.0521343089277872
eegsym_wide,tcformer,17,EQUAL_DATASET_OVERALL,132,-0.10127591550961115
eegsym_wide,tcformer,27,local_exp4,8,-0.025000000000000022
eegsym_wide,tcformer,27,bnci2014_001,9,-0.18132716049382716
eegsym_wide,tcformer,27,bnci2014_004,9,0.005208333333333327
eegsym_wide,tcformer,27,cho2017,52,-0.0802724358974359
eegsym_wide,tcformer,27,physionet_mi,54,-0.045953409178046856
eegsym_wide,tcformer,27,EQUAL_DATASET_OVERALL,132,-0.06546893444719533
eegsym_wide,tcformer,37,local_exp4,8,0.02916666666666666
eegsym_wide,tcformer,37,bnci2014_001,9,-0.23225308641975312
eegsym_wide,tcformer,37,bnci2014_004,9,0.0023313492063492167
eegsym_wide,tcformer,37,cho2017,52,-0.09641025641025641
eegsym_wide,tcformer,37,physionet_mi,54,-0.04160479885117566
eegsym_wide,tcformer,37,EQUAL_DATASET_OVERALL,132,-0.06775402516163385
eegsym_wide,tcformer,47,local_exp4,8,-0.10833333333333328
eegsym_wide,tcformer,47,bnci2014_001,9,-0.23032407407407407
eegsym_wide,tcformer,47,bnci2014_004,9,0.007589285714285712
eegsym_wide,tcformer,47,cho2017,52,-0.08963141025641025
eegsym_wide,tcformer,47,physionet_mi,54,-0.040932748813183595
eegsym_wide,tcformer,47,EQUAL_DATASET_OVERALL,132,-0.0923264561525431
