dataset,model,subject,seed,folds_concatenated,test_trials,accuracy,balanced_accuracy,chance_normalized_balanced_accuracy,macro_f1,cohen_kappa,ovr_macro_auroc,nll,multiclass_brier,ece
cho2017,cardinal_fbc_physical_extended,9,17,5,240,0.7,0.7,0.3999999999999999,0.6885588638165958,0.4,0.7958333333333333,0.5760030315839375,0.3910989269200492,0.08910682126879693
cho2017,cardinal_fbc_physical_extended,9,27,5,240,0.7375,0.7375,0.4750000000000001,0.737386018237082,0.475,0.8242361111111112,0.5106071847934425,0.3417232686407593,0.09409558301170669
cho2017,cardinal_fbc_physical_extended,9,37,5,240,0.7291666666666666,0.7291666666666666,0.45833333333333326,0.7281045751633988,0.45833333333333337,0.8095833333333333,0.5328280560303208,0.3621006367197038,0.0616219252347946
cho2017,cardinal_fbc_physical_extended,9,47,5,240,0.7458333333333333,0.7458333333333333,0.4916666666666667,0.7438723560594132,0.4916666666666667,0.8160416666666667,0.5349522438102154,0.3592269556596496,0.04343582491079965
cho2017,cardinal_fbc_physical_extended,10,7,5,200,0.91,0.91,0.8200000000000001,0.90999099909991,0.8200000000000001,0.95,0.3276269355676183,0.18569498431446793,0.12200266778469084
cho2017,cardinal_fbc_physical_extended,10,17,5,200,0.885,0.885,0.77,0.8849971249281232,0.77,0.9419,0.3444112547238962,0.20114358292668125,0.09901721209287644
cho2017,cardinal_fbc_physical_extended,10,27,5,200,0.91,0.9099999999999999,0.8199999999999998,0.9099189270343309,0.8200000000000001,0.9478,0.33704365022762317,0.19249333646268668,0.12166193902492523
cho2017,cardinal_fbc_physical_extended,10,37,5,200,0.89,0.89,0.78,0.8899559823929573,0.78,0.9325,0.36793568998197557,0.21590612630547187,0.11657153427600862
cho2017,cardinal_fbc_physical_extended,10,47,5,200,0.895,0.895,0.79,0.8949973749343734,0.79,0.9415,0.35137968700405686,0.20292538775708582,0.11836860984563828
cho2017,cardinal_fbc_physical_extended,11,7,5,200,0.585,0.585,0.16999999999999993,0.5837408159683042,0.17000000000000004,0.5956999999999999,0.7389723860275018,0.5255070869148478,0.10414356678724287
cho2017,cardinal_fbc_physical_extended,11,17,5,200,0.54,0.54,0.08000000000000007,0.537037037037037,0.07999999999999996,0.5591,0.7686540639262518,0.5544133135714742,0.16003461360931392
cho2017,cardinal_fbc_physical_extended,11,27,5,200,0.57,0.5700000000000001,0.14000000000000012,0.5520833333333334,0.14,0.5486,1.1301096152451477,0.6787472608779253,0.2867701956629753
cho2017,cardinal_fbc_physical_extended,11,37,5,200,0.555,0.555,0.1100000000000001,0.5024458420684835,0.10999999999999999,0.5406,1.250698071007831,0.7006056386881981,0.2756389820575714
cho2017,cardinal_fbc_physical_extended,11,47,5,200,0.55,0.55,0.10000000000000009,0.5454545454545454,0.09999999999999998,0.5764,0.7730821986815377,0.5527329621309062,0.1779148092865944
cho2017,cardinal_fbc_physical_extended,12,7,5,200,0.8,0.8,0.6000000000000001,0.7994987468671679,0.6,0.8735999999999999,0.4535543571836645,0.2889279832224944,0.05313987255096434
cho2017,cardinal_fbc_physical_extended,12,17,5,200,0.76,0.76,0.52,0.7596153846153846,0.52,0.7922,0.5941504092835728,0.37082746302064945,0.11085362404584884
cho2017,cardinal_fbc_physical_extended,12,27,5,200,0.715,0.7150000000000001,0.43000000000000016,0.7024974555703436,0.43000000000000005,0.668,1.133017126531366,0.5373029983297833,0.2453611502051353
cho2017,cardinal_fbc_physical_extended,12,37,5,200,0.75,0.75,0.5,0.749096748293858,0.5,0.83,0.5152246805476322,0.34066949858204326,0.07778178125619888
cho2017,cardinal_fbc_physical_extended,12,47,5,200,0.76,0.76,0.52,0.7591328783621036,0.52,0.7762,0.6758678907443528,0.39167055899104325,0.1382483369112015
cho2017,cardinal_fbc_physical_extended,13,7,5,200,0.775,0.775,0.55,0.7747240369452579,0.55,0.8736999999999999,0.4606325373470448,0.2955464135416298,0.07850879609584809
cho2017,cardinal_fbc_physical_extended,13,17,5,200,0.715,0.7150000000000001,0.43000000000000016,0.7124044501627185,0.43000000000000005,0.7772000000000001,0.5928820437271631,0.399287963188729,0.07488560050725938
cho2017,cardinal_fbc_physical_extended,13,27,5,200,0.715,0.7150000000000001,0.43000000000000016,0.7146504467973267,0.43000000000000005,0.8079999999999999,0.5297282342814766,0.3576392341307189,0.04360309720039365
cho2017,cardinal_fbc_physical_extended,13,37,5,200,0.77,0.77,0.54,0.769792813532179,0.54,0.8455999999999999,0.4942780584538164,0.32188862121641376,0.0830874952673912
cho2017,cardinal_fbc_physical_extended,13,47,5,200,0.765,0.765,0.53,0.7649471131004475,0.53,0.8424,0.4960806901811436,0.3274394315547989,0.11023966759443285
cho2017,cardinal_fbc_physical_extended,14,7,5,200,0.98,0.98,0.96,0.9799919967987194,0.96,0.999,0.10403902712255744,0.04147739976549929,0.07202798187732694
cho2017,cardinal_fbc_physical_extended,14,17,5,200,0.975,0.975,0.95,0.9749843652282677,0.95,0.9974000000000001,0.1122220312161202,0.05217969152912909,0.05775411307811734
cho2017,cardinal_fbc_physical_extended,14,27,5,200,0.965,0.9650000000000001,0.9300000000000002,0.9649570724137068,0.9299999999999999,0.9972,0.11145692923481615,0.05257937662977248,0.056116676926612895
cho2017,cardinal_fbc_physical_extended,14,37,5,200,0.97,0.97,0.94,0.9699879951980792,0.94,0.9975,0.11652126696673534,0.05397575374685596,0.05525797694921494
cho2017,cardinal_fbc_physical_extended,14,47,5,200,0.97,0.97,0.94,0.9699729756781104,0.94,0.9982,0.11734227255318239,0.05413777019848474,0.06505673021078114
cho2017,cardinal_fbc_physical_extended,15,7,5,200,0.72,0.72,0.43999999999999995,0.7151866544603804,0.43999999999999995,0.7286999999999999,0.6620355015366127,0.43419164298130997,0.14345533519983295
cho2017,cardinal_fbc_physical_extended,15,17,5,200,0.725,0.7250000000000001,0.4500000000000002,0.7234443746071653,0.44999999999999996,0.7844,0.5693307390902291,0.38205037853975987,0.07323389470577238
cho2017,cardinal_fbc_physical_extended,15,27,5,200,0.735,0.735,0.47,0.7284766515535746,0.47,0.7531000000000001,0.6361820069044622,0.41657898396052273,0.12022040575742723
cho2017,cardinal_fbc_physical_extended,15,37,5,200,0.715,0.715,0.42999999999999994,0.7097094548139848,0.43000000000000005,0.7485999999999999,0.6220905513185101,0.4164556120156715,0.0973273378610611
cho2017,cardinal_fbc_physical_extended,15,47,5,200,0.805,0.805,0.6100000000000001,0.804995124878122,0.61,0.8598000000000001,0.47837533428048035,0.31162077682837086,0.08361479878425597
cho2017,cardinal_fbc_physical_extended,16,7,5,200,0.535,0.535,0.07000000000000006,0.5349883747093678,0.06999999999999995,0.5927,0.7067490160862542,0.5079649336090006,0.12137854516506195
cho2017,cardinal_fbc_physical_extended,16,17,5,200,0.515,0.515,0.030000000000000027,0.4404545585647948,0.030000000000000027,0.5538000000000001,0.896406763449108,0.6395316866966186,0.2613594025373459
cho2017,cardinal_fbc_physical_extended,16,27,5,200,0.605,0.605,0.20999999999999996,0.6049901247531189,0.20999999999999996,0.6149,0.7033018146494149,0.4968869238143773,0.07742584198713302
cho2017,cardinal_fbc_physical_extended,16,37,5,200,0.525,0.525,0.050000000000000044,0.45199157797582995,0.050000000000000044,0.5409999999999999,1.1078408720454307,0.7169410672635312,0.3060089936852455
cho2017,cardinal_fbc_physical_extended,16,47,5,200,0.5,0.5,0.0,0.49919871794871795,0.0,0.5632000000000001,0.7743010867736557,0.5642170869034798,0.20781301468610763
cho2017,cardinal_fbc_physical_extended,17,7,5,200,0.435,0.435,-0.13,0.4348728463904379,-0.1299999999999999,0.44110000000000005,0.8596803810341734,0.6348942386142982,0.24562176644802095
cho2017,cardinal_fbc_physical_extended,17,17,5,200,0.525,0.525,0.050000000000000044,0.5062241742249018,0.050000000000000044,0.5057,1.1136128114363977,0.641032142683725,0.2024191236495972
cho2017,cardinal_fbc_physical_extended,17,27,5,200,0.495,0.495,-0.010000000000000009,0.46807109940750496,-0.010000000000000009,0.488,0.9679503641420859,0.6860093532799837,0.2711514419317246
cho2017,cardinal_fbc_physical_extended,17,37,5,200,0.48,0.48,-0.040000000000000036,0.4391112069895372,-0.040000000000000036,0.4618,1.4250006465226255,0.7862322517685948,0.36112064868211746
cho2017,cardinal_fbc_physical_extended,17,47,5,200,0.49,0.49,-0.020000000000000018,0.4867149758454106,-0.020000000000000018,0.46420000000000006,0.8576322463317554,0.6273661833144011,0.23340828657150264
cho2017,cardinal_fbc_physical_extended,18,7,5,200,0.62,0.62,0.24,0.614448051948052,0.24,0.6372,0.7970990829423353,0.5296123159394616,0.15630983501672746
cho2017,cardinal_fbc_physical_extended,18,17,5,200,0.625,0.625,0.25,0.6245400615754299,0.25,0.6736000000000001,0.6608896513187082,0.4628074766438124,0.05356776386499406
cho2017,cardinal_fbc_physical_extended,18,27,5,200,0.675,0.675,0.3500000000000001,0.674601386698706,0.35,0.7416,0.6063052014192796,0.4143855664128043,0.06871629953384399
cho2017,cardinal_fbc_physical_extended,18,37,5,200,0.66,0.66,0.32000000000000006,0.6521739130434783,0.31999999999999995,0.6827,0.7745524919850005,0.4860955361357431,0.17911939531564713
cho2017,cardinal_fbc_physical_extended,18,47,5,200,0.695,0.6950000000000001,0.3900000000000001,0.6949313595559001,0.39,0.7447,0.6094316074091015,0.41326058777667923,0.09459424376487732
cho2017,cardinal_fbc_physical_extended,19,7,5,200,0.56,0.56,0.1200000000000001,0.5397008055235903,0.12,0.5815000000000001,0.9720500058980629,0.6453553100386668,0.25679611206054687
cho2017,cardinal_fbc_physical_extended,19,17,5,200,0.57,0.5700000000000001,0.14000000000000012,0.5696126513862476,0.14,0.5953,0.9091449153710168,0.6002805505227373,0.21974147766828536
cho2017,cardinal_fbc_physical_extended,19,27,5,200,0.53,0.53,0.06000000000000005,0.48351648351648346,0.06000000000000005,0.5807,1.0283552161747207,0.6714895523076748,0.3095135980844498
cho2017,cardinal_fbc_physical_extended,19,37,5,200,0.56,0.56,0.1200000000000001,0.548440065681445,0.12,0.5659000000000001,1.2972645746034936,0.6979818738116187,0.28018945753574365
cho2017,cardinal_fbc_physical_extended,19,47,5,200,0.575,0.575,0.1499999999999999,0.5281840637229053,0.15000000000000002,0.663,0.7705730601171825,0.5343508971376393,0.15956079840660095
cho2017,cardinal_fbc_physical_extended,20,7,5,200,0.76,0.76,0.52,0.75997599759976,0.52,0.83,0.5075526395926221,0.33654792679332585,0.06694665461778641
cho2017,cardinal_fbc_physical_extended,20,17,5,200,0.75,0.75,0.5,0.7497747973175859,0.5,0.8295,0.5105282331882751,0.339117877373354,0.04335722923278809
cho2017,cardinal_fbc_physical_extended,20,27,5,200,0.765,0.765,0.53,0.7649941248531213,0.53,0.8285,0.5037183251937125,0.3344542623446249,0.06378031194210053
cho2017,cardinal_fbc_physical_extended,20,37,5,200,0.755,0.755,0.51,0.7542566262945409,0.51,0.8305,0.5107219591106922,0.3402474330754095,0.06734966695308682
cho2017,cardinal_fbc_physical_extended,20,47,5,200,0.75,0.75,0.5,0.7497747973175859,0.5,0.8271999999999999,0.5170007253861848,0.3437157225067237,0.07032705843448638
cho2017,cardinal_fbc_physical_extended,21,7,5,200,0.83,0.83,0.6599999999999999,0.8299829982998299,0.6599999999999999,0.8869,0.4262535454002683,0.2730527155685742,0.07349230736494065
cho2017,cardinal_fbc_physical_extended,21,17,5,200,0.825,0.825,0.6499999999999999,0.8246449059345173,0.65,0.9014,0.4089064491172779,0.25966890858475067,0.07029219329357146
cho2017,cardinal_fbc_physical_extended,21,27,5,200,0.81,0.81,0.6200000000000001,0.8099239695878351,0.62,0.8753,0.44264923038037013,0.2886068842153913,0.1057673415541649
cho2017,cardinal_fbc_physical_extended,21,37,5,200,0.755,0.755,0.51,0.7548467792370231,0.51,0.8589,0.46500472350489724,0.3114143676304332,0.058841679096221955
cho2017,cardinal_fbc_physical_extended,21,47,5,200,0.78,0.78,0.56,0.78,0.56,0.8891,0.41982515455056335,0.2714364175772219,0.07008975028991699
cho2017,cardinal_fbc_physical_extended,22,7,5,200,0.745,0.745,0.49,0.7446872418712923,0.49,0.8295999999999999,0.510175141944858,0.3390031040817594,0.049017724394798255
cho2017,cardinal_fbc_physical_extended,22,17,5,200,0.735,0.735,0.47,0.7349403615813558,0.47,0.8289,0.5074819185539657,0.33908645437051677,0.05694092571735384
cho2017,cardinal_fbc_physical_extended,22,27,5,200,0.75,0.75,0.5,0.74997499749975,0.5,0.8375,0.49927488582174573,0.32921402179890946,0.08751917779445649
cho2017,cardinal_fbc_physical_extended,22,37,5,200,0.785,0.785,0.5700000000000001,0.7849516141131755,0.5700000000000001,0.8509,0.4776807809407886,0.3143690963342031,0.061839193105697646
cho2017,cardinal_fbc_physical_extended,22,47,5,200,0.74,0.74,0.48,0.7390606182256123,0.48,0.8244,0.5115358578678284,0.344316592347953,0.07166330486536027
cho2017,cardinal_fbc_physical_extended,23,7,5,200,0.88,0.88,0.76,0.8798919027124412,0.76,0.9694,0.27583849197329896,0.1624707373229701,0.08023510932922362
cho2017,cardinal_fbc_physical_extended,23,17,5,200,0.89,0.89,0.78,0.8899559823929573,0.78,0.9592,0.28545960044947466,0.17143048902687713,0.07484595984220505
cho2017,cardinal_fbc_physical_extended,23,27,5,200,0.87,0.87,0.74,0.8699479791916767,0.74,0.9587,0.2965031912150228,0.17821857542923386,0.09252927899360658
cho2017,cardinal_fbc_physical_extended,23,37,5,200,0.92,0.92,0.8400000000000001,0.91999199919992,0.84,0.9737,0.2581997433135913,0.14603745286446126,0.09195836305618287
cho2017,cardinal_fbc_physical_extended,23,47,5,200,0.905,0.905,0.81,0.9049786201895427,0.81,0.9756,0.25726426281027076,0.1444633363949943,0.10394575864076613
cho2017,cardinal_fbc_physical_extended,24,7,5,200,0.725,0.7250000000000001,0.4500000000000002,0.7244419950399559,0.44999999999999996,0.7905,0.5537671671872902,0.3773830587255397,0.059058602452278154
cho2017,cardinal_fbc_physical_extended,24,17,5,200,0.715,0.715,0.42999999999999994,0.7111803602644979,0.43000000000000005,0.7901,0.5678885098619569,0.38600711452770897,0.07274220347404481
cho2017,cardinal_fbc_physical_extended,24,27,5,200,0.75,0.75,0.5,0.75,0.5,0.8185,0.5198125287869318,0.3496858854268208,0.10295948505401609
cho2017,cardinal_fbc_physical_extended,24,37,5,200,0.705,0.7050000000000001,0.41000000000000014,0.7033312382149592,0.41000000000000003,0.7842,0.5465270810650468,0.376461939990927,0.08291348427534108
cho2017,cardinal_fbc_physical_extended,24,47,5,200,0.72,0.72,0.43999999999999995,0.7189883580891208,0.43999999999999995,0.7943,0.5479050212125948,0.3741424497853397,0.0777215051651001
cho2017,cardinal_fbc_physical_extended,25,7,5,200,0.69,0.69,0.3799999999999999,0.6895032051282051,0.38,0.7614000000000001,0.5905357528106034,0.400594882501738,0.06455971091985703
cho2017,cardinal_fbc_physical_extended,25,17,5,200,0.675,0.675,0.3500000000000001,0.674601386698706,0.35,0.7501,0.610269060555422,0.4172955702904882,0.08816458702087404
cho2017,cardinal_fbc_physical_extended,25,27,5,200,0.67,0.6699999999999999,0.33999999999999986,0.6698679471788715,0.33999999999999997,0.7717,0.5734654465792647,0.3974868336834227,0.0963180086016655
cho2017,cardinal_fbc_physical_extended,25,37,5,200,0.685,0.685,0.3700000000000001,0.683218101822753,0.37,0.7378,0.6316900106621095,0.4308416528928585,0.10557859033346181
cho2017,cardinal_fbc_physical_extended,25,47,5,200,0.67,0.67,0.3400000000000001,0.6659580929243851,0.33999999999999997,0.7721,0.5944557315709998,0.40724214298292805,0.08782079815864564
cho2017,cardinal_fbc_physical_extended,26,7,5,200,0.705,0.7050000000000001,0.41000000000000014,0.6986644194182691,0.41000000000000003,0.7803,0.58192459139143,0.39055591569144377,0.07622399449348452
cho2017,cardinal_fbc_physical_extended,26,17,5,200,0.79,0.79,0.5800000000000001,0.7892412685668406,0.5800000000000001,0.8370000000000001,0.5102467874138571,0.3335881061131101,0.10462225079536439
cho2017,cardinal_fbc_physical_extended,26,27,5,200,0.77,0.77,0.54,0.7691690084303493,0.54,0.8117,0.5381942534215451,0.3515865951317803,0.06329989939928055
cho2017,cardinal_fbc_physical_extended,26,37,5,200,0.755,0.755,0.51,0.7542566262945409,0.51,0.8226,0.5217482948425285,0.34177485281039355,0.05525043368339538
cho2017,cardinal_fbc_physical_extended,26,47,5,200,0.74,0.74,0.48,0.7393483709273183,0.48,0.8323,0.5175001641669401,0.3432568599473578,0.06754289835691452
cho2017,cardinal_fbc_physical_extended,27,7,5,200,0.845,0.845,0.69,0.844965117151359,0.69,0.8986000000000001,0.4460540865713804,0.2813844592627651,0.132491055727005
cho2017,cardinal_fbc_physical_extended,27,17,5,200,0.795,0.7949999999999999,0.5899999999999999,0.7948717948717949,0.5900000000000001,0.8667,0.4847202710634677,0.3145604078999973,0.093596833050251
cho2017,cardinal_fbc_physical_extended,27,27,5,200,0.8,0.8,0.6000000000000001,0.7999799979998,0.6,0.8782,0.4665713601365676,0.2999539587319573,0.09870161682367325
cho2017,cardinal_fbc_physical_extended,27,37,5,200,0.77,0.77,0.54,0.769792813532179,0.54,0.8531,0.49261200598135807,0.3238340293486695,0.07592964172363278
cho2017,cardinal_fbc_physical_extended,27,47,5,200,0.775,0.775,0.55,0.7749943748593715,0.55,0.8713,0.47029725322374843,0.3059654957848504,0.07866033256053928
cho2017,cardinal_fbc_physical_extended,28,7,5,200,0.585,0.585,0.16999999999999993,0.5849896247406186,0.17000000000000004,0.6260000000000001,0.6842044428092038,0.4864846661954283,0.09164638817310335
cho2017,cardinal_fbc_physical_extended,28,17,5,200,0.51,0.51,0.020000000000000018,0.50995099509951,0.020000000000000018,0.5347000000000001,0.7631707271895002,0.557296452966581,0.16438861221075057
cho2017,cardinal_fbc_physical_extended,28,27,5,200,0.54,0.54,0.08000000000000007,0.53995399539954,0.07999999999999996,0.5735,0.7328352098602338,0.5286458142243485,0.1282410979270935
cho2017,cardinal_fbc_physical_extended,28,37,5,200,0.545,0.545,0.09000000000000008,0.525039797489496,0.08999999999999997,0.534,1.184292479854366,0.6888598484860889,0.2522572541236877
cho2017,cardinal_fbc_physical_extended,28,47,5,200,0.585,0.585,0.16999999999999993,0.5849066039858968,0.17000000000000004,0.6359,0.6789633773062448,0.4837153571039778,0.08724398136138915
cho2017,cardinal_fbc_physical_extended,29,7,5,200,0.5,0.5,0.0,0.4791666666666667,0.0,0.5173000000000001,1.02408353675774,0.6906381069086166,0.2922492882609367
cho2017,cardinal_fbc_physical_extended,29,17,5,200,0.53,0.53,0.06000000000000005,0.5295766189570613,0.06000000000000005,0.5233000000000001,0.8037842289358003,0.5786866954379642,0.15135354161262513
cho2017,cardinal_fbc_physical_extended,29,27,5,200,0.5,0.5,0.0,0.47693273354953447,0.0,0.513,0.9913070572062834,0.6744513329388943,0.2876248878240585
cho2017,cardinal_fbc_physical_extended,29,37,5,200,0.5,0.5,0.0,0.4975379358858406,0.0,0.516,0.832343541901005,0.601596880132127,0.23012605965137484
cho2017,cardinal_fbc_physical_extended,29,47,5,200,0.535,0.535,0.07000000000000006,0.528767956221023,0.06999999999999995,0.5195,0.8561311445192026,0.6080215681950859,0.1953037503361702
cho2017,cardinal_fbc_physical_extended,30,7,5,200,0.57,0.5700000000000001,0.14000000000000012,0.568922305764411,0.14,0.6099,0.7522460062428061,0.5311553283686478,0.15408989459276198
cho2017,cardinal_fbc_physical_extended,30,17,5,200,0.575,0.575,0.1499999999999999,0.5737104741844078,0.15000000000000002,0.6204000000000001,0.8592881675115396,0.5617881820085049,0.17608332246541974
cho2017,cardinal_fbc_physical_extended,30,27,5,200,0.655,0.655,0.31000000000000005,0.639865340953574,0.31000000000000005,0.6682999999999999,0.6974783643858771,0.4881683470741547,0.14137694060802458
cho2017,cardinal_fbc_physical_extended,30,37,5,200,0.61,0.6100000000000001,0.2200000000000002,0.6080795899909557,0.21999999999999997,0.6418999999999999,0.7555695916528805,0.5255045133036365,0.1608580493927002
cho2017,cardinal_fbc_physical_extended,30,47,5,200,0.595,0.595,0.18999999999999995,0.5874818568409259,0.18999999999999995,0.6712,0.6701359348293292,0.4802640617736952,0.1330203992128372
cho2017,cardinal_fbc_physical_extended,31,7,5,200,0.665,0.665,0.33000000000000007,0.6649916247906198,0.32999999999999996,0.7195,0.6185123855213839,0.4278494466109646,0.04624269336462021
cho2017,cardinal_fbc_physical_extended,31,17,5,200,0.575,0.575,0.1499999999999999,0.5645380260764876,0.15000000000000002,0.6691,0.6709942182858645,0.4793182284679098,0.13167588382959364
cho2017,cardinal_fbc_physical_extended,31,27,5,200,0.6,0.6,0.19999999999999996,0.5999599959995999,0.19999999999999996,0.6492,0.7055092737631466,0.49767839899699046,0.1354073491692543
cho2017,cardinal_fbc_physical_extended,31,37,5,200,0.595,0.595,0.18999999999999995,0.5713265063110264,0.18999999999999995,0.6676000000000001,0.7501479268319241,0.5194821591974937,0.14319001287221908
cho2017,cardinal_fbc_physical_extended,31,47,5,200,0.66,0.6599999999999999,0.31999999999999984,0.6510673234811166,0.31999999999999995,0.7305999999999999,0.6235195320339456,0.4324121186309641,0.09797631978988645
cho2017,cardinal_fbc_physical_extended,32,7,5,200,0.53,0.53,0.06000000000000005,0.5269726247987118,0.06000000000000005,0.5821000000000001,0.7265608637822298,0.5269761109585251,0.1537532037496567
cho2017,cardinal_fbc_physical_extended,32,17,5,200,0.52,0.52,0.040000000000000036,0.5195676108497648,0.040000000000000036,0.5317000000000001,0.788660111205215,0.573226836695492,0.1755860909819603
cho2017,cardinal_fbc_physical_extended,32,27,5,200,0.545,0.545,0.09000000000000008,0.5229482844486384,0.08999999999999997,0.5636000000000001,0.8091219847286146,0.5807074030159007,0.18593913733959194
cho2017,cardinal_fbc_physical_extended,32,37,5,200,0.53,0.53,0.06000000000000005,0.5231331168831169,0.06000000000000005,0.5383,0.8767125747551884,0.614380359289645,0.21611286878585817
cho2017,cardinal_fbc_physical_extended,32,47,5,200,0.535,0.535,0.07000000000000006,0.530765155528646,0.06999999999999995,0.5451,0.7543666805288882,0.550365928136324,0.16698354125022885
cho2017,cardinal_fbc_physical_extended,33,7,5,200,0.57,0.5700000000000001,0.14000000000000012,0.5699569956995699,0.14,0.634,0.7513176614553178,0.5326501973445699,0.17996230572462085
cho2017,cardinal_fbc_physical_extended,33,17,5,200,0.615,0.615,0.22999999999999998,0.607853123169769,0.22999999999999998,0.6676,0.6571083575776019,0.4652280122153199,0.06946959137916564
cho2017,cardinal_fbc_physical_extended,33,27,5,200,0.61,0.61,0.21999999999999997,0.5969408846630839,0.21999999999999997,0.6576,0.719852452186305,0.5117394033534562,0.1354141420125961
cho2017,cardinal_fbc_physical_extended,33,37,5,200,0.58,0.5800000000000001,0.16000000000000014,0.565936337329475,0.16000000000000003,0.6233,0.7325732752111833,0.5232142246224776,0.13159884303808214
cho2017,cardinal_fbc_physical_extended,33,47,5,200,0.57,0.5700000000000001,0.14000000000000012,0.555601488218272,0.14,0.6286,0.7816154193207185,0.5347494019816585,0.1530874815583229
cho2017,cardinal_fbc_physical_extended,34,7,5,200,0.51,0.51,0.020000000000000018,0.4873940788785438,0.020000000000000018,0.5743,0.821260153600619,0.5804643816457633,0.21228769063949587
cho2017,cardinal_fbc_physical_extended,34,17,5,200,0.535,0.535,0.07000000000000006,0.5263680578543963,0.06999999999999995,0.5297000000000001,1.2055358015855986,0.7063678055206211,0.2835217207670212
cho2017,cardinal_fbc_physical_extended,34,27,5,200,0.5,0.5,0.0,0.3333333333333333,0.0,0.5740000000000001,1.2993977506385497,0.8076526791003587,0.39770651489496234
cho2017,cardinal_fbc_physical_extended,34,37,5,200,0.54,0.54,0.08000000000000007,0.49776176438475817,0.07999999999999996,0.5664,0.9414906905718309,0.6358805068740999,0.24938639849424366
cho2017,cardinal_fbc_physical_extended,34,47,5,200,0.525,0.525,0.050000000000000044,0.4861392832995267,0.050000000000000044,0.5661,0.9078011436967454,0.6244967720285525,0.23575165033340456
cho2017,cardinal_fbc_physical_extended,35,7,5,200,0.83,0.8300000000000001,0.6600000000000001,0.8291628982011858,0.6599999999999999,0.8704000000000001,0.4918326930167305,0.2898601445877943,0.12488448381423956
cho2017,cardinal_fbc_physical_extended,35,17,5,200,0.785,0.785,0.5700000000000001,0.7849946248656217,0.5700000000000001,0.8763000000000001,0.4332944256672252,0.28805097711792166,0.05827469348907473
cho2017,cardinal_fbc_physical_extended,35,27,5,200,0.805,0.8049999999999999,0.6099999999999999,0.8035808717987459,0.61,0.8927,0.39395788729669745,0.25349511178766015,0.041701812744140615
cho2017,cardinal_fbc_physical_extended,35,37,5,200,0.84,0.84,0.6799999999999999,0.8380402874784898,0.6799999999999999,0.9115,0.37151763687998857,0.23594260327334177,0.05892672061920165
cho2017,cardinal_fbc_physical_extended,35,47,5,200,0.84,0.84,0.6799999999999999,0.8380402874784898,0.6799999999999999,0.9097999999999999,0.3750689437759081,0.23491547581156538,0.04304300010204315
cho2017,cardinal_fbc_physical_extended,36,7,5,200,0.725,0.7250000000000001,0.4500000000000002,0.7241656009428521,0.44999999999999996,0.8084,0.5488853602828165,0.3680009489933978,0.07359245836734772
cho2017,cardinal_fbc_physical_extended,36,17,5,200,0.765,0.765,0.53,0.7647117719206027,0.53,0.8336000000000001,0.5189634359388765,0.33618877746855635,0.04656586974859236
cho2017,cardinal_fbc_physical_extended,36,27,5,200,0.755,0.755,0.51,0.7549448625940837,0.51,0.8087,0.5523335400558266,0.35772152294912735,0.07628119438886642
cho2017,cardinal_fbc_physical_extended,36,37,5,200,0.75,0.75,0.5,0.749599358974359,0.5,0.8101,0.5402731017387069,0.3626350589112903,0.08677318692207335
cho2017,cardinal_fbc_physical_extended,36,47,5,200,0.72,0.72,0.43999999999999995,0.719551282051282,0.43999999999999995,0.7851000000000001,0.5888025753560203,0.39541539308660395,0.10080611020326619
cho2017,cardinal_fbc_physical_extended,37,7,5,200,0.715,0.715,0.42999999999999994,0.7097094548139848,0.43000000000000005,0.8078,0.5787746447534667,0.3899419918048281,0.11381402701139448
cho2017,cardinal_fbc_physical_extended,37,17,5,200,0.805,0.8049999999999999,0.6099999999999999,0.8047608320192235,0.61,0.853,0.4790938938708444,0.3148113510455176,0.07104515105485916
cho2017,cardinal_fbc_physical_extended,37,27,5,200,0.82,0.8200000000000001,0.6400000000000001,0.81998199819982,0.64,0.8968,0.41317853493536644,0.2629635641479968,0.06758676916360855
cho2017,cardinal_fbc_physical_extended,37,37,5,200,0.755,0.755,0.51,0.7542566262945409,0.51,0.8378,0.5082302206227651,0.34148341742867755,0.08097772598266599
cho2017,cardinal_fbc_physical_extended,37,47,5,200,0.795,0.7949999999999999,0.5899999999999999,0.794584032666149,0.5900000000000001,0.8501000000000001,0.48181451850105433,0.3112183214298945,0.06291182786226272
cho2017,cardinal_fbc_physical_extended,38,7,5,200,0.49,0.49,-0.020000000000000018,0.44661458333333337,-0.020000000000000018,0.5337000000000001,0.8016700238562237,0.5806632840029573,0.19724096596241
cho2017,cardinal_fbc_physical_extended,38,17,5,200,0.525,0.525,0.050000000000000044,0.5206740836045309,0.050000000000000044,0.5364,0.8215451313647132,0.5896806961032482,0.18946581125259396
cho2017,cardinal_fbc_physical_extended,38,27,5,200,0.535,0.535,0.07000000000000006,0.5323695788812068,0.06999999999999995,0.5696,0.778279234005002,0.556474277152184,0.15839149981737138
cho2017,cardinal_fbc_physical_extended,38,37,5,200,0.48,0.48,-0.040000000000000036,0.464524765729585,-0.040000000000000036,0.5134,1.4308897765441213,0.8013118564075441,0.38394865721464155
cho2017,cardinal_fbc_physical_extended,38,47,5,200,0.535,0.5349999999999999,0.06999999999999984,0.5235533697072159,0.06999999999999995,0.5413000000000001,0.7384392118069045,0.5382120357132203,0.16659954816102984
